date,family,forecast,lower_ci,upper_ci
2017-08-24,DAIRY,43311.11504609737,23821.113275353557,62801.11681684119
2017-08-25,DAIRY,43397.50174364481,23868.625959004647,62926.377528284975
2017-08-26,DAIRY,43331.77208853034,23832.474648691692,62831.06952836899
2017-08-27,DAIRY,43278.109435145525,23802.960189330042,62753.25868096101
2017-08-28,DAIRY,43199.364144292995,23759.65027936115,62639.07800922484
2017-08-29,DAIRY,43237.58735329595,23780.673044312774,62694.50166227913
2017-08-30,DAIRY,43283.68323131419,23806.025777222807,62761.34068540558
2017-08-31,DAIRY,43291.3047203316,23810.21759618238,62772.39184448082
2017-09-01,DAIRY,43288.47467379364,23808.661070586502,62768.28827700077
2017-09-02,DAIRY,43272.8993781006,23800.09465795533,62745.704098245864
2017-09-03,DAIRY,43264.48899089636,23795.468944993,62733.50903679972
2017-09-04,DAIRY,43262.543213146484,23794.398767230567,62730.6876590624
2017-09-05,DAIRY,43271.56879441126,23799.362836926193,62743.77475189632
2017-09-06,DAIRY,43276.42328599916,23802.03280729954,62750.81376469878
2017-09-07,DAIRY,43275.38615095416,23801.46238302479,62749.30991888353
2017-09-08,DAIRY,43273.11206961452,23800.21163828799,62746.012500941055
2017-09-09,DAIRY,43270.917411874645,23799.004576531057,62742.83024721823
2017-09-10,DAIRY,43270.63427384237,23798.848850613307,62742.41969707143
2017-09-11,DAIRY,43271.51217140608,23799.331694273347,62743.69264853882
2017-09-12,DAIRY,43272.79345115746,23800.036398136603,62745.55050417831
2017-09-13,DAIRY,43272.9684021212,23800.132621166664,62745.80418307574
2017-09-14,DAIRY,43272.47484728149,23799.861166004823,62745.08852855816
2017-09-15,DAIRY,43272.05894675682,23799.632420716254,62744.48547279739
2017-09-16,DAIRY,43271.9085006343,23799.549675348866,62744.26732591973
2017-09-17,DAIRY,43272.05008474282,23799.627546608554,62744.47262287709
2017-09-18,DAIRY,43272.25234344288,23799.738788893585,62744.765897992176
2017-09-19,DAIRY,43272.35808230528,23799.796945267906,62744.91921934266
2017-09-20,DAIRY,43272.295886754975,23799.76273771524,62744.82903579471
2017-09-21,DAIRY,43272.19981313123,23799.70989722218,62744.68972904028
2017-09-22,DAIRY,43272.16052253834,23799.68828739609,62744.63275768059
2017-09-23,DAIRY,43272.17503336426,23799.696268350348,62744.65379837818
2017-09-24,DAIRY,43272.213109468554,23799.717210207706,62744.7090087294
2017-09-25,DAIRY,43272.236398715075,23799.730019293293,62744.74277813685
2017-09-26,DAIRY,43272.23412089682,23799.728766493252,62744.73947530039
2017-09-27,DAIRY,43272.21641212418,23799.719026668303,62744.71379758006
2017-09-28,DAIRY,43272.20505860549,23799.712782233022,62744.69733497796
2017-09-29,DAIRY,43272.205807958955,23799.713194377426,62744.69842154048
2017-09-30,DAIRY,43272.21227730477,23799.716752517623,62744.70780209191
2017-10-01,DAIRY,43272.2175978677,23799.719678827234,62744.71551690816
2017-10-02,DAIRY,43272.21823906757,23799.720031487166,62744.71644664798
2017-10-03,DAIRY,43272.21564483222,23799.718604657723,62744.712685006714
2017-10-04,DAIRY,43272.21300539442,23799.717152966932,62744.708857821905
2017-10-05,DAIRY,43272.21251871874,23799.71688529531,62744.70815214217
2017-10-06,DAIRY,43272.2135844492,23799.717471447064,62744.70969745134
2017-10-07,DAIRY,43272.21469537638,23799.71808245701,62744.71130829575
2017-10-08,DAIRY,43272.21504081518,23799.71827244835,62744.71180918201
2017-10-09,DAIRY,43272.21467552196,23799.718071537078,62744.71127950684
2017-10-10,DAIRY,43272.21416644401,23799.717791544208,62744.71054134382
2017-10-11,DAIRY,43272.2139552457,23799.717675385138,62744.710235106264
2017-10-12,DAIRY,43272.21409093874,23799.71775001631,62744.71043186117
2017-10-13,DAIRY,43272.214315541605,23799.717873547885,62744.71075753532
2017-10-14,DAIRY,43272.21441998337,23799.717930990857,62744.71090897589
2017-10-15,DAIRY,43272.21438064151,23799.717909352832,62744.71085193019
2017-10-16,DAIRY,43272.214286330985,23799.717857482043,62744.71071517993
2017-10-17,DAIRY,43272.21423073228,23799.717826902757,62744.7106345618
2017-10-18,DAIRY,43272.21423991631,23799.717831953974,62744.71064787865
2017-10-19,DAIRY,43272.21428058355,23799.717854320952,62744.71070684614
2017-10-20,DAIRY,43272.214307675655,23799.71786922161,62744.7107461297
2017-10-21,DAIRY,43272.214306551956,23799.717868603577,62744.710744500335
2017-10-22,DAIRY,43272.21429034747,23799.717859691107,62744.71072100382
2017-10-23,DAIRY,43272.214277448315,23799.717852596576,62744.71070230006
2017-10-24,DAIRY,43272.214276179366,23799.717851898655,62744.71070046008
2017-10-25,DAIRY,43272.214282671805,23799.717855469495,62744.71070987412
2017-10-26,DAIRY,43272.21428877973,23799.717858828855,62744.71071873061
2017-10-27,DAIRY,43272.21428995061,23799.717859472836,62744.710720428375
2017-10-28,DAIRY,43272.214287418465,23799.71785808016,62744.710716756774
2017-10-29,DAIRY,43272.214284685106,23799.71785657681,62744.7107127934
2017-10-30,DAIRY,43272.2142838762,23799.717856131912,62744.710711620486
2017-10-31,DAIRY,43272.21428479446,23799.71785663696,62744.71071295197
2017-11-01,DAIRY,43272.2142860252,23799.717857313863,62744.71071473654
2017-11-02,DAIRY,43272.214286504255,23799.717857577343,62744.71071543117
2017-11-03,DAIRY,43272.21428617918,23799.71785739855,62744.71071495981
2017-11-04,DAIRY,43272.21428564041,23799.717857102227,62744.71071417859
2017-11-05,DAIRY,43272.2142853864,23799.71785696252,62744.71071381027
2017-11-06,DAIRY,43272.21428548659,23799.717857017626,62744.71071395555
2017-11-07,DAIRY,43272.21428571664,23799.717857144155,62744.710714289125
2017-11-08,DAIRY,43272.21428584838,23799.71785721661,62744.71071448015
2017-11-09,DAIRY,43272.214285823124,23799.71785720272,62744.71071444353
2017-11-10,DAIRY,43272.21428572582,23799.717857149204,62744.71071430244
2017-11-11,DAIRY,43272.21428566105,23799.71785711358,62744.71071420852
2017-11-12,DAIRY,43272.21428566399,23799.717857115196,62744.710714212786
2017-11-13,DAIRY,43272.21428570366,23799.717857137013,62744.7107142703
